Title,Year,Genre,Rating,Budget,Lifetime_Revenue
 The Mummy Returns,2001,"Adventure, Action, Fantasy",6.4,"$98,000,000.00","$443,280,904.00"
 Public Enemies,2009,"Crime, History, Drama",7.0,"$100,000,000.00","$214,104,620.00"
 Knocked Up,2007,"Comedy, Romance, Drama",6.9,"$30,000,000.00","$219,900,000.00"
 The Living Daylights,1987,"Action, Adventure, Thriller",6.7,"$40,000,000.00","$191,185,897.00"
 Old School,2003,Comedy,7.0,"$24,000,000.00","$87,100,000.00"
 The Princess Diaries,2001,"Comedy, Family, Romance",6.4,"$37,000,000.00","$165,335,153.00"
 Rocketman,2019,"Music, Drama",7.3,"$40,000,000.00","$167,300,000.00"
50 First Dates,2004,"Comedy, Romance",6.8,"$75,000,000.00","$196,482,882.00"
 The Courier,2024,"Thriller, Crime",7.2,"$5,400,000.00","$1,751,343.00"
 Porky's,1981,Comedy,6.2,"$4,000,000.00","$125,700,000.00"
 Downton Abbey,2019,"Drama, Romance, History",7.4,"$20,000,000.00","$194,694,725.00"
 The Waterboy,1998,Comedy,6.1,"$23,000,000.00","$185,991,646.00"
How to Lose a Guy in 10 Days,2003,"Comedy, Romance",6.5,"$50,000,000.00","$177,500,000.00"
 Mona Lisa Smile,2003,"Drama, History, Romance",6.5,"$65,000,000.00","$141,337,989.00"
 Watcher,2024,"Horror, Mystery, Thriller",6.3,"$30,000,000.00","$51,147,812.00"
 Empire of the Sun,1987,"Drama, History, War",7.7,"$35,000,000.00","$66,700,000.00"
 The Sandlot,1993,"Family, Comedy",7.8,"$7,000,000.00","$34,348,444.00"
 The Good Son,1993,"Thriller, Drama, Horror",6.4,"$17,000,000.00","$60,613,008.00"
 Young Frankenstein,1974,Comedy,8.0,"$2,800,000.00","$86,273,333.00"
 This Is Spinal Tap,1984,"Music, Comedy",7.9,"$2,500,000.00","$4,737,539.00"
 The Craft,1996,"Horror, Drama, Fantasy",6.4,"$15,000,000.00","$24,800,000.00"
 Con Air,1997,"Action, Thriller, Crime",6.9,"$75,000,000.00","$224,012,234.00"
 Ben-Hur,1959,"History, Drama, Adventure, Action",5.7,"$15,000,000.00","$164,000,000.00"
 The Blues Brothers,1980,"Music, Comedy, Action, Crime",7.9,"$27,000,000.00","$115,200,000.00"
 Miss Peregrine's Home for Peculiar Children,2016,"Fantasy, Adventure",6.7,"$110,000,000.00","$296,482,446.00"
 Van Helsing,2004,"Horror, Adventure, Action",6.1,"$160,000,000.00","$300,257,475.00"
 The Founder,2016,"Drama, History",7.2,"$15,000,000.00","$24,121,245.00"
 Dog Day Afternoon,1975,"Crime, Drama, Thriller",8.0,"$1,800,000.00","$46,665,856.00"
 The Spy Who Loved Me,1977,"Adventure, Action, Thriller",7.0,"$13,500,000.00","$185,438,673.00"
 Underworld,2009,"Fantasy, Action, Thriller",7.0,"$35,000,000.00","$92,158,961.00"
 Zoolander,2001,Comedy,6.5,"$28,000,000.00","$60,780,981.00"
 Life of the Party,2018,Comedy,5.6,"$30,000,000.00","$61,700,416.00"
 Mad Max Beyond Thunderdome,1985,"Action, Adventure, Science Fiction",6.2,"$10,000,000.00","$36,230,219.00"
 Million Dollar Baby,2004,Drama,8.1,"$30,000,000.00","$216,763,646.00"
 Tomb Raider,2018,"Action, Adventure, Fantasy",6.3,"$94,000,000.00","$274,650,803.00"
 Bombshell,2019,Drama,6.8,"$32,000,000.00","$61,404,394.00"
Toy Story 2,1999,"Animation, Comedy, Family",7.9,"$90,000,000.00","$497,375,381.00"
 The Divergent Series: Insurgent,2015,"Action, Science Fiction, Thriller",6.2,"$110,000,000.00","$297,002,527.00"
 Den of Thieves,2018,"Action, Crime, Thriller",7.0,"$30,000,000.00","$80,509,622.00"
99 Homes,2015,Drama,7.1,"$8,000,000.00","$1,411,927.00"
 The Three Musketeers,2023,"Adventure, Action, Drama",5.7,"$39,000,000.00","$21,730,766.00"
 Billy Madison,1995,Comedy,6.3,"$10,000,000.00","$26,488,734.00"
 The Boondock Saints,1999,"Action, Thriller, Crime",7.7,"$6,000,000.00","$50,000,000.00"
 Winter's Bone,2010,"Drama, Mystery",7.1,"$2,000,000.00","$13,831,503.00"
 Killing Me Softly,2002,Thriller,5.4,"$25,000,000.00","$7,775,138.00"
 Inside Man,2006,"Crime, Drama, Thriller",7.6,"$45,000,000.00","$186,003,591.00"
 The Neon Demon,2016,"Thriller, Horror",6.1,"$7,000,000.00","$3,400,000.00"
 Never Let Me Go,2010,"Drama, Romance, Science Fiction",7.1,"$15,000,000.00","$9,918,093.00"
 Robin Hood: Men in Tights,1993,Comedy,6.7,"$20,000,000.00","$35,739,755.00"
 Booksmart,2019,Comedy,7.1,"$6,000,000.00","$24,849,029.00"
 Crocodile Dundee II,1988,"Adventure, Comedy",5.7,"$14,000,000.00","$239,606,210.00"
 Mulan,1998,"Animation, Family, Adventure",7.7,"$90,000,000.00","$304,320,254.00"
 Rain Man,1988,Drama,8.0,"$25,000,000.00","$354,825,435.00"
 Bumblebee,2018,"Action, Adventure, Science Fiction",6.7,"$135,000,000.00","$467,989,645.00"
 Midnight in Paris,2011,"Fantasy, Comedy, Romance",7.6,"$17,000,000.00","$151,119,219.00"
 Ghost Rider,2007,"Thriller, Action, Fantasy",5.3,"$110,000,000.00","$228,738,393.00"
 Backdraft,1991,"Drama, Thriller, Action, Crime",6.7,"$75,000,000.00","$152,368,585.00"
 Dark Phoenix,2019,"Science Fiction, Action, Adventure",5.7,"$200,000,000.00","$252,442,974.00"
 Liar Liar,1997,Comedy,6.9,"$45,000,000.00","$302,710,615.00"
 Coherence,2013,"Thriller, Science Fiction",7.2,"$50,000.00","$139,745.00"
 Hall Pass,2011,"Comedy, Romance",5.9,"$36,000,000.00","$83,200,000.00"
 The Intern,2015,Comedy,7.1,"$35,000,000.00","$194,564,672.00"
 Moonstruck,1987,"Comedy, Drama, Romance",7.1,"$15,000,000.00","$122,100,000.00"
 The Princess and the Frog,2009,"Animation, Romance, Fantasy, Family",7.1,"$105,000,000.00","$270,997,378.00"
" Paris, Texas",1984,Drama,8.1,"$1,750,000.00","$2,181,987.00"
 The Nativity Story,2006,Drama,6.8,"$35,000,000.00","$46,400,000.00"
 The Hitman's Bodyguard,2017,"Action, Comedy, Crime, Thriller",6.9,"$30,000,000.00","$176,586,701.00"
 Criminal,2005,"Crime, Drama",6.3,"$818,418.00","$4,851,244.00"
 The Girl on the Train,2016,"Thriller, Mystery, Drama, Crime",6.5,"$45,000,000.00","$173,200,000.00"
 The Expendables,2014,"Action, Adventure, Thriller",6.4,"$95,000,000.00","$214,657,577.00"
 Addams Family Values,1993,"Comedy, Family, Fantasy",6.8,"$47,000,000.00","$48,919,043.00"
 The Graduate,1967,"Drama, Romance, Comedy",8.0,"$3,000,000.00","$104,945,305.00"
 The Dictator,2012,Comedy,6.4,"$65,000,000.00","$179,379,533.00"
 The Dirty Dozen,1967,"Action, Adventure, War",7.7,"$5,400,000.00","$45,300,000.00"
 The Adjustment Bureau,2011,"Science Fiction, Thriller, Romance",7.0,"$50,200,000.00","$127,900,000.00"
 The House Bunny,2008,"Romance, Comedy",5.5,"$25,000,000.00","$70,442,940.00"
 Pitch Black,2000,"Thriller, Science Fiction, Action",7.0,"$23,000,000.00","$53,187,659.00"
 Peter Pan,2003,"Adventure, Fantasy, Family",6.8,"$100,000,000.00","$121,975,011.00"
 This Is Where I Leave You,2014,"Drama, Comedy",6.6,"$19,800,000.00","$41,300,000.00"
 Contagion,2011,"Drama, Thriller, Science Fiction",6.8,"$60,000,000.00","$137,551,594.00"
 Army of Thieves,2021,"Action, Crime, Comedy",6.4,"$30,000,000.00","$46,900,000.00"
 A Series of Unfortunate Events,2004,"Adventure, Comedy, Family",6.8,"$140,000,000.00","$209,073,645.00"
 Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Science Fiction, Thriller",6.1,"$170,000,000.00","$1,310,466,296.00"
 On Her Majesty's Secret Service,1969,"Adventure, Action, Thriller",6.7,"$7,000,000.00","$82,000,000.00"
 A Very Harold & Kumar Christmas,2011,Comedy,6.2,"$19,000,000.00","$36,192,775.00"
 Slumdog Millionaire,2008,"Drama, Romance",8.0,"$15,000,000.00","$378,400,000.00"
 Barbarella,1968,"Science Fiction, Adventure, Comedy, Fantasy",5.8,"$9,000,000.00","$2,500,000.00"
 High Life,2018,"Science Fiction, Drama, Mystery",5.8,"$8,933,400.00","$2,133,033.00"
 Lincoln,2012,"Action, Fantasy, Horror",7.3,"$69,000,000.00","$116,500,000.00"
 Fried Green Tomatoes,1991,"Drama, Comedy",7.7,"$11,000,000.00","$119,400,000.00"
 Despicable Me,2024,"Animation, Family, Comedy, Action",7.6,"$100,000,000.00","$969,264,325.00"
 Ghost in the Shell,1995,"Action, Animation, Science Fiction",6.3,"$3,000,000.00","$10,000,000.00"
 The Purge,2018,"Horror, Action, Thriller",5.7,"$13,000,000.00","$137,056,262.00"
 The Blind Side,2009,Drama,7.6,"$29,000,000.00","$309,200,000.00"
 X-Men: The Last Stand,2006,"Adventure, Action, Science Fiction, Thriller",6.6,"$210,000,000.00","$459,359,555.00"
 Exodus: Gods and Kings,2014,"Adventure, Drama, Action",6.0,"$140,000,000.00","$268,031,828.00"
The 355,2022,"Action, Adventure, Thriller",5.6,"$75,000,000.00","$55,700,000.00"
 Inside,2024,"Animation, Adventure, Comedy, Drama, Family",5.5,"$200,000,000.00","$1,698,451,580.00"
 Ever After: A Cinderella Story,1998,"Drama, Romance, Comedy",7.1,"$26,000,000.00","$65,700,000.00"
 Species,2023,Drama,5.9,"$2,000,000.00","$1,193,593.00"
 Philadelphia,1993,Drama,7.7,"$26,000,000.00","$206,678,440.00"
Iron Man 2,2010,"Adventure, Action, Science Fiction",6.9,"$200,000,000.00","$623,933,331.00"
 Blended,2014,"Comedy, Romance",6.5,"$40,000,000.00","$128,000,000.00"
 Real Steel,2011,"Action, Science Fiction, Drama",7.1,"$110,000,000.00","$299,300,000.00"
 Red Rocket,2021,"Drama, Comedy",7.1,"$1,100,000.00","$2,200,000.00"
 The Incredible Hulk,2008,"Science Fiction, Action, Adventure",6.6,"$150,000,000.00","$264,770,996.00"
 To Kill a Mockingbird,1962,Drama,8.3,"$2,000,000.00","$13,129,846.00"
 The Seven Year Itch,1955,"Comedy, Romance",7.1,"$1,800,000.00","$12,000,000.00"
 Moneyball,2011,Drama,7.6,"$50,000,000.00","$110,206,216.00"
Incredibles 2,2018,"Action, Adventure, Animation, Family",7.6,"$200,000,000.00","$1,242,805,359.00"
 Bedazzled,2000,"Fantasy, Comedy, Romance",6.1,"$48,000,000.00","$90,383,208.00"
 Captain America: The Winter Soldier,2014,"Action, Adventure, Science Fiction",7.8,"$170,000,000.00","$714,766,572.00"
 Dallas Buyers Club,2013,"Drama, History",7.9,"$5,000,000.00","$55,736,588.00"
 Munich,2005,"Drama, Action, History, Thriller",7.5,"$70,000,000.00","$130,982,129.00"
 The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",6.3,"$155,000,000.00","$415,686,217.00"
 The Aviator,2004,Drama,7.5,"$110,000,000.00","$213,700,000.00"
 Super Mario Bros.,2023,"Animation, Family, Adventure, Fantasy, Comedy",4.1,"$100,000,000.00","$1,362,000,000.00"
 Terminator Genisys,2015,"Science Fiction, Action, Thriller, Adventure",6.3,"$155,000,000.00","$440,603,537.00"
Grown Ups 2,2013,Comedy,5.4,"$80,000,000.00","$247,022,278.00"
" Me, Myself & Irene",2000,Comedy,6.6,"$51,000,000.00","$149,270,999.00"
 Palm Springs,2020,"Comedy, Romance, Science Fiction",7.4,"$5,000,000.00","$164,000.00"
 Sweet Home Alabama,2002,"Comedy, Romance",6.2,"$30,000,000.00","$180,622,424.00"
Big Hero 6,2014,"Adventure, Family, Animation, Action, Comedy",7.8,"$165,000,000.00","$657,870,525.00"
 Instant Family,2018,"Comedy, Drama",7.3,"$48,000,000.00","$121,000,000.00"
 Bad Boys,2024,"Action, Comedy",6.8,"$100,000,000.00","$404,516,167.00"
 Spy,2023,"Animation, Comedy, Adventure, Action",7.0,"$5,000,000.00","$59,256,423.00"
 The Land Before Time,1988,"Family, Animation, Adventure",7.4,"$12,500,000.00","$84,704,291.00"
 Signs,2002,"Drama, Thriller, Science Fiction, Mystery",6.8,"$72,000,000.00","$408,200,000.00"
 An American Werewolf in London,1981,"Comedy, Horror",7.5,"$10,000,000.00","$31,973,249.00"
 War Dogs,2016,"Comedy, Crime, Drama",7.1,"$50,000,000.00","$86,234,523.00"
 Fifty Shades Darker,2017,"Drama, Romance",4.6,"$55,000,000.00","$381,545,846.00"
 In the Heart of the Sea,2015,"Thriller, Drama, Adventure, Action, History",6.9,"$100,000,000.00","$93,900,000.00"
 Dark City,1998,"Mystery, Science Fiction",7.6,"$27,000,000.00","$27,200,000.00"
 Life of Brian,1979,Comedy,8.0,"$4,000,000.00","$20,700,000.00"
 Raya and the Last Dragon,2021,"Animation, Family, Fantasy, Action, Adventure",7.3,"$100,000,000.00","$130,423,032.00"
 DogMan,2023,"Action, Drama, Crime",6.7,"$22,700,000.00","$4,082,217.00"
 The Lost Daughter,2021,Drama,6.7,"$5,000,000.00","$703,281.00"
 Elysium,2013,"Science Fiction, Action, Drama, Thriller",6.6,"$115,000,000.00","$286,140,700.00"
 Killing Them Softly,2012,"Crime, Thriller",6.2,"$15,000,000.00","$37,930,465.00"
 The Twilight Saga: New Moon,2009,"Adventure, Fantasy, Drama, Romance",4.8,"$50,000,000.00","$709,827,462.00"
 Who Framed Roger Rabbit,1988,"Fantasy, Animation, Comedy, Crime",7.7,"$70,000,000.00","$329,800,000.00"
 The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Science Fiction",6.7,"$50,000,000.00","$104,500,000.00"
 Corpse Bride,2005,"Romance, Fantasy, Animation",7.4,"$40,000,000.00","$118,133,252.00"
 King Arthur,2004,"Adventure, War, History, Action, Drama",6.3,"$120,000,000.00","$203,600,000.00"
 Forgetting Sarah Marshall,2008,"Comedy, Romance, Drama",7.1,"$30,000,000.00","$105,173,115.00"
 The Blair Witch Project,1999,"Horror, Mystery",6.5,"$60,000.00","$248,639,099.00"
 Willow,1988,"Fantasy, Adventure, Action",7.2,"$35,000,000.00","$57,300,000.00"
 Zombieland: Double Tap,2019,"Comedy, Horror",6.7,"$42,000,000.00","$122,800,000.00"
 Fast & Furious Presents: Hobbs & Shaw,2019,"Action, Adventure, Comedy",6.5,"$200,000,000.00","$760,098,996.00"
 Cloverfield,2016,"Thriller, Science Fiction, Drama, Horror",7.0,"$15,000,000.00","$110,216,998.00"
 The Wedding Singer,1998,"Romance, Comedy",6.9,"$18,000,000.00","$123,306,987.00"
 Pixels,2015,"Action, Comedy, Science Fiction",5.6,"$88,000,000.00","$244,900,000.00"
 Into the Woods,2014,"Fantasy, Comedy",5.9,"$50,000,000.00","$212,902,372.00"
28 Weeks Later,2007,"Horror, Thriller, Science Fiction",6.9,"$15,000,000.00","$65,100,000.00"
 Halloween,2007,Horror,7.7,"$15,000,000.00","$80,460,948.00"
 Behind Enemy Lines,2001,"Action, Drama, Thriller, War",6.4,"$40,000,000.00","$91,753,202.00"
 The Toxic Avenger,1984,"Comedy, Horror, Science Fiction",5.9,"$500,000.00","$800,000.00"
Now You See Me 2,2016,"Crime, Thriller, Action, Mystery",6.4,"$120,000,000.00","$334,900,000.00"
 The Golden Compass,2007,"Adventure, Fantasy",6.1,"$180,000,000.00","$372,200,000.00"
 Beautiful Disaster,2023,"Romance, Drama, Comedy",5.3,"$25,000,000.00","$6,850,036.00"
 The Professor and the Madman,2019,"History, Drama, Mystery, Thriller",7.2,"$25,000,000.00","$4,957,273.00"
 Deepwater Horizon,2016,"Drama, Action",7.1,"$110,000,000.00","$121,790,376.00"
 Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",5.7,"$90,000,000.00","$199,850,315.00"
 Back to the Future Part II,1989,"Adventure, Comedy, Science Fiction",7.8,"$40,000,000.00","$332,000,000.00"
 Fatal Attraction,1987,"Thriller, Drama, Romance",6.9,"$14,000,000.00","$320,145,693.00"
300: Rise of an Empire,2014,"Action, Drama, War",6.2,"$110,000,000.00","$337,580,051.00"
 Demolition Man,1993,"Crime, Action, Science Fiction",6.7,"$57,000,000.00","$58,055,768.00"
 Ocean's Twelve,2004,"Thriller, Crime",6.5,"$110,000,000.00","$362,744,280.00"
 Roald Dahl's Matilda the Musical,2022,"Family, Comedy, Fantasy",7.0,"$25,000,000.00","$35,617,120.00"
 Bruce Almighty,2003,"Fantasy, Comedy",6.8,"$80,000,000.00","$484,600,000.00"
 Lawless,2012,"Crime, Drama, Western",7.2,"$26,000,000.00","$55,404,207.00"
 A Walk to Remember,2002,"Drama, Romance",7.3,"$11,800,000.00","$47,494,916.00"
 Couples Retreat,2009,"Comedy, Romance",5.5,"$70,000,000.00","$171,844,840.00"
 Kazaam,1996,"Fantasy, Comedy, Family",3.1,"$20,000,000.00","$18,937,262.00"
 Hotel Transylvania,2012,"Animation, Comedy, Family, Fantasy",7.0,"$85,000,000.00","$358,375,603.00"
 Diamonds Are Forever,1971,"Action, Thriller",6.5,"$7,200,000.00","$116,019,547.00"
 Life of Pi,2012,"Adventure, Drama",7.9,"$120,000,000.00","$609,016,565.00"
 Ocean's Thirteen,2007,"Crime, Thriller",6.9,"$85,000,000.00","$311,312,624.00"
 Project X,2012,Comedy,6.7,"$12,000,000.00","$102,731,865.00"
 The Whole Nine Yards,2000,"Comedy, Crime",6.7,"$41,300,000.00","$106,371,651.00"
 Epic Movie,2007,"Comedy, Adventure, Fantasy",2.4,"$20,000,000.00","$87,238,158.00"
 Maleficent,2019,"Family, Fantasy, Adventure, Action",6.9,"$185,000,000.00","$491,730,089.00"
 Mr. Nobody,2009,"Science Fiction, Drama, Romance",7.7,"$47,000,000.00","$2,331,721.00"
 A Fish Called Wanda,1988,"Comedy, Crime",7.5,"$7,500,000.00","$188,593,712.00"
 Mortal Engines,2018,"Adventure, Science Fiction",6.1,"$100,000,000.00","$83,869,818.00"
 The Long Riders,1980,"Western, Action",6.9,"$10,000,000.00","$15,795,189.00"
 The Great Wall,2016,"Action, Adventure, Fantasy",5.9,"$150,000,000.00","$331,957,105.00"
 Breakfast at Tiffany's,1961,"Comedy, Romance, Drama",7.6,"$2,500,000.00","$9,500,000.00"
 Wild at Heart,1990,"Crime, Thriller, Romance",7.2,"$9,500,000.00","$14,569,027.00"
 Spartacus,1960,"History, War, Drama, Adventure",7.9,"$12,000,000.00","$60,000,000.00"
 Burn After Reading,2008,"Comedy, Drama",7.0,"$37,000,000.00","$163,700,000.00"
 Close Encounters of the Third Kind,1977,"Science Fiction, Drama",7.6,"$20,000,000.00","$306,889,114.00"
 The Lego Movie,2014,"Animation, Family, Adventure, Comedy, Fantasy",7.7,"$60,000,000.00","$470,759,687.00"
 Bad Moms,2016,Comedy,6.2,"$20,000,000.00","$183,936,074.00"
 Atlantis: The Lost Empire,2001,"Animation, Family, Adventure, Science Fiction",6.9,"$120,000,000.00","$186,053,725.00"
 Sanctuary,2014,"Action, Animation, Fantasy",6.3,"$23,000,000.00","$17,150,803.00"
 Sin City: A Dame to Kill For,2014,"Crime, Action, Thriller",6.5,"$65,000,000.00","$39,400,000.00"
 Rudy,1993,"Drama, History",7.5,"$12,000,000.00","$22,800,000.00"
 The Great Escape,1963,"Adventure, Drama, War",8.2,"$4,000,000.00","$11,700,000.00"
 How to Train Your Dragon: The Hidden World,2019,"Animation, Family, Adventure",7.4,"$129,000,000.00","$524,580,592.00"
Ted 2,2015,"Comedy, Fantasy",6.3,"$68,000,000.00","$215,863,606.00"
 Jungle Cruise,2021,"Fantasy, Adventure",6.6,"$200,000,000.00","$220,889,446.00"
 Naked Lunch,1991,"Crime, Drama",6.9,"$16,000,000.00","$2,641,357.00"
 A Simple Favor,2018,"Crime, Thriller, Comedy",6.8,"$20,000,000.00","$97,644,617.00"
 Norbit,2007,Comedy,4.2,"$10,000,000.00","$159,814,490.00"
 Jarhead,2005,"Drama, War",7.0,"$72,000,000.00","$97,076,152.00"
The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure, Fantasy, Romance",4.9,"$110,000,000.00","$712,171,856.00"
Taken 3,2014,"Thriller, Action",6.0,"$48,000,000.00","$325,800,000.00"
 Layer Cake,2004,"Drama, Thriller, Crime",7.3,"$6,500,000.00","$11,900,000.00"
 Jupiter Ascending,2015,"Science Fiction, Fantasy, Action",5.3,"$176,000,000.00","$184,000,000.00"
 Don't Breathe,2016,"Horror, Thriller",7.1,"$9,900,000.00","$159,100,000.00"
 Big George Foreman,2023,"History, Drama",6.6,"$32,000,000.00","$3,800,000.00"
 Pokémon: Detective Pikachu,2019,"Action, Adventure, Fantasy",6.5,"$150,000,000.00","$449,762,638.00"
 Oldboy,2003,"Drama, Thriller, Mystery, Action",5.8,"$3,000,000.00","$17,500,000.00"
 Real Genius,1985,"Comedy, Romance, Science Fiction",6.9,"$8,000,000.00","$12,952,019.00"
 Bonnie and Clyde,1967,"Crime, Drama",7.7,"$2,500,000.00","$50,700,000.00"
 The Royal Tenenbaums,2001,"Comedy, Drama",7.6,"$21,000,000.00","$71,441,250.00"
 The Man with the Golden Gun,1974,"Adventure, Action, Thriller",6.7,"$7,000,000.00","$97,600,000.00"
9,2009,"Action, Adventure, Animation, Science Fiction, Thriller",7.0,"$30,000,000.00","$48,428,063.00"
 The Birdcage,1996,Comedy,7.2,"$31,000,000.00","$185,300,000.00"
 Luca,2021,"Animation, Comedy, Fantasy, Adventure, Family",7.4,"$200,000,000.00","$51,074,773.00"
 Magic Mike,2023,"Comedy, Drama, Romance",6.1,"$45,000,000.00","$52,000,000.00"
 Independence Day: Resurgence,2016,"Action, Adventure, Science Fiction",5.2,"$165,000,000.00","$389,681,935.00"
 Big Daddy,1999,"Comedy, Drama",6.4,"$34,200,000.00","$234,801,895.00"
 Walk the Line,2005,"Drama, Music, Romance",7.8,"$28,000,000.00","$186,800,000.00"
 The Fault in Our Stars,2014,"Romance, Drama",7.7,"$14,000,000.00","$307,166,834.00"
Cars 2,2011,"Animation, Family, Adventure, Comedy",6.2,"$200,000,000.00","$559,852,396.00"
 My Big Fat Greek Wedding,2016,"Romance, Comedy",6.6,"$18,000,000.00","$90,632,641.00"
 Maybe I Do,2023,"Comedy, Romance, Drama",4.9,"$7,500,000.00","$4,393,504.00"
 Star Trek Beyond,2016,"Action, Adventure, Science Fiction",7.0,"$185,000,000.00","$343,471,816.00"
 Thelma & Louise,1991,"Drama, Thriller, Crime, Adventure",7.6,"$16,000,000.00","$45,361,000.00"
 The Evil Dead,1981,Horror,7.4,"$350,000.00","$29,612,367.00"
 John Carter,2012,"Action, Adventure, Science Fiction",6.6,"$250,000,000.00","$284,100,000.00"
Terminator 3: Rise of the Machines,2003,"Action, Thriller, Science Fiction",6.3,"$200,000,000.00","$435,000,000.00"
 The Ten Commandments,1956,"Drama, History",7.9,"$13,000,000.00","$122,700,000.00"
The Conjuring 2,2016,Horror,7.3,"$40,000,000.00","$322,811,702.00"
Scary Movie 2,2001,Comedy,5.3,"$45,000,000.00","$141,220,678.00"
 The Sum of All Fears,2002,"Thriller, Action, Drama",6.4,"$68,000,000.00","$193,921,372.00"
 Witness for the Prosecution,1957,"Drama, Mystery, Crime",8.4,"$3,000,000.00","$9,000,000.00"
 Hard Candy,2005,"Drama, Thriller",7.0,"$950,000.00","$7,000,000.00"
 Alien: Resurrection,1997,"Science Fiction, Horror, Action",6.2,"$70,000,000.00","$162,000,000.00"
 Knight and Day,2010,"Action, Comedy",6.3,"$117,000,000.00","$261,989,769.00"
 The Bourne Ultimatum,2007,"Action, Drama, Mystery, Thriller",8.0,"$70,000,000.00","$442,824,138.00"
 Poseidon,1972,"Adventure, Drama, Thriller",5.7,"$5,000,000.00","$84,563,118.00"
 Original Sin,2001,"Thriller, Drama, Mystery, Romance",6.0,"$42,000,000.00","$35,402,320.00"
 Bill & Ted's Excellent Adventure,1989,"Adventure, Comedy, Science Fiction",6.9,"$10,000,000.00","$40,500,000.00"
 After Hours,1985,"Comedy, Thriller, Drama",7.6,"$4,500,000.00","$10,609,321.00"
 The Monuments Men,2014,"War, Drama, History, Action",6.1,"$70,000,000.00","$154,984,035.00"
 Night at the Museum: Battle of the Smithsonian,2009,"Adventure, Fantasy, Action, Comedy, Family",6.0,"$150,000,000.00","$413,106,170.00"
 Charlie's Angels,2000,"Action, Adventure, Comedy, Crime, Thriller",5.6,"$92,000,000.00","$264,100,000.00"
 Young Guns,1990,"Western, Adventure",6.8,"$20,000,000.00","$59,000,000.00"
 Spy Kids,2001,"Action, Comedy, Family, Adventure",5.6,"$35,000,000.00","$147,900,000.00"
 About a Boy,2002,"Drama, Comedy, Romance",7.1,"$27,000,000.00","$129,000,000.00"
 Southpaw,2015,"Action, Drama",7.3,"$30,000,000.00","$91,709,827.00"
 Salt,2023,"Drama, Comedy, Thriller",6.4,"$20,000,000.00","$21,013,738.00"
 Clash of the Titans,2010,"Adventure, Fantasy, Action",5.8,"$125,000,000.00","$493,214,993.00"
 Truth or Dare,2018,"Thriller, Horror",5.2,"$3,500,000.00","$95,330,493.00"
 He's Just Not That Into You,2009,"Comedy, Romance, Drama",6.4,"$40,000,000.00","$178,866,158.00"
 Coyote Ugly,2000,"Comedy, Drama, Music, Romance",5.7,"$45,000,000.00","$113,900,000.00"
 The Punisher,2004,"Action, Crime, Drama",6.4,"$33,000,000.00","$54,700,105.00"
 The Ninth Gate,1999,"Mystery, Thriller, Horror",6.7,"$38,000,000.00","$58,401,898.00"
 Flash Gordon,1980,"Science Fiction, Comedy, Adventure, Action",6.5,"$35,000,000.00","$27,100,000.00"
 Bad Teacher,2011,Comedy,5.6,"$20,000,000.00","$216,197,492.00"
" As Above, So Below",2014,"Horror, Thriller",6.2,"$5,000,000.00","$41,900,000.00"
 San Andreas,2015,"Action, Drama, Thriller",6.1,"$110,000,000.00","$473,990,832.00"
 The Witches,1990,"Fantasy, Family, Horror",5.4,"$11,000,000.00","$15,400,000.00"
 Marlowe,2023,Crime,5.3,"$20,000,000.00","$6,262,663.00"
 The Elephant Man,1980,"Drama, History",8.2,"$5,000,000.00","$26,000,000.00"
 Wayne's World,1992,"Comedy, Music",7.0,"$20,000,000.00","$183,097,323.00"
 Hulk,2008,"Science Fiction, Action, Adventure",5.6,"$150,000,000.00","$264,770,996.00"
 The Apartment,1960,"Comedy, Drama, Romance",8.3,"$3,000,000.00","$25,000,000.00"
 The Florida Project,2017,Drama,7.6,"$2,000,000.00","$11,303,040.00"
 The Island,2012,"Adventure, Action, Science Fiction",6.8,"$79,000,000.00","$355,692,760.00"
 Father of the Bride,1991,"Comedy, Romance",6.5,"$20,000,000.00","$89,325,780.00"
 Masters of the Universe,1987,"Action, Fantasy, Science Fiction, Adventure, Thriller",5.3,"$22,000,000.00","$17,336,370.00"
 Death Becomes Her,1992,"Comedy, Fantasy, Horror",6.6,"$55,000,000.00","$149,000,000.00"
 The Jungle Book,2016,"Family, Adventure, Drama, Fantasy",7.4,"$175,000,000.00","$966,550,600.00"
 Cold Mountain,2003,"War, History, Adventure, Romance",7.2,"$79,000,000.00","$173,013,509.00"
 State of Play,2009,"Thriller, Crime, Mystery",7.1,"$60,000,000.00","$87,800,000.00"
 Hollow Man,2000,"Action, Science Fiction, Thriller",5.8,"$95,000,000.00","$190,213,455.00"
 Raising Arizona,1987,"Comedy, Crime",7.3,"$6,000,000.00","$29,180,280.00"
 Sex Tape,2014,Comedy,5.1,"$40,000,000.00","$126,069,509.00"
 Bridge of Spies,2015,"Thriller, Drama",7.6,"$40,000,000.00","$165,478,348.00"
 Lucky Number Slevin,2006,"Drama, Thriller, Crime, Mystery",7.7,"$27,000,000.00","$56,300,000.00"
