Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Chris Chen,@YoChrisChen,2022-05-29T23:38:21.000Z,False,Top Gun  Tom Cruise does it again,0,0,0,0,[],[],"['\\U0001f525', '\\U0001f525', '\\U0001f525', '\\U0001f1fa\\U0001f1f8', '\\U0001f1fa\\U0001f1f8', '\\U0001f1fa\\U0001f1f8']",https://pbs.twimg.com/profile_images/1159633364753833985/r1XwXKXA_normal.jpg,https://x.com/YoChrisChen/status/1531057386999390208,tweet_id:1531057386999390208
Dani Mantilla,@danielmmantilla,2022-05-29T23:38:12.000Z,False,"La primera Top Gun fue lo más popular de su año, que es más de lo que puede decir cualquier otra peli de Tom (creo). De todas formas, es muy sorprendente (y merecido).",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1699182216712978432/If3eFx_1_normal.jpg,https://x.com/danielmmantilla/status/1531057348789383168,tweet_id:1531057348789383168
Sujiro Kimimame,@IvanAlmeida__,2022-05-29T23:38:03.000Z,False,Perdida,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1757662916365418496/0QiAIXyP_normal.jpg,https://x.com/IvanAlmeida__/status/1531057313490026498,tweet_id:1531057313490026498
bttf551112,@bttf551112,2022-05-29T23:38:02.000Z,False,AmazonTOPGUN トップガン マーヴェリック キャップ ベルト式アジャスター 付き 男女兼用 フリーサイズ 帽子 ファン 航空 MAVERIC グッズ アイテム,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1366244514172604420/qW-RY67a_normal.jpg,https://x.com/bttf551112/status/1531057306074435584,tweet_id:1531057306074435584
Josh Righton,@joshrighton,2022-05-29T23:38:00.000Z,False,"I genuinely cannot believe that I’ve fallen for the marketing campaign for Top Gun: Maverick.

Not only do I want to see the movie I also want to be homoerotic with my friends and do war crimes!!",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1760349032134696960/-xvphaPC_normal.jpg,https://x.com/joshrighton/status/1531057298579267586,tweet_id:1531057298579267586
Jonathan Fisher,@JonFisher74,2022-05-29T23:37:59.000Z,False,"Go see Top Gun Maverick.
That is all",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/683548359789957121/eNlFHCRX_normal.jpg,https://x.com/JonFisher74/status/1531057295995588608,tweet_id:1531057295995588608
LUKA DONCIC STAN,@Kenn_Sway,2022-05-29T23:37:58.000Z,False,Nah bro… I watched Top Gun Maverick on Netflix thinking it was the new one. I’m ova here like how they make Tom Cruise look so young,0,0,0,0,[],[],['\\U0001f926\\U0001f3fe\\u200d\\u2642\\ufe0f'],https://pbs.twimg.com/profile_images/1780371367902199809/0eeAaspk_normal.jpg,https://x.com/Kenn_Sway/status/1531057291625103360,tweet_id:1531057291625103360
The Otaku,@The_Otaku8,2022-05-29T23:37:55.000Z,False,"Top Gun :Maverick Sony tuvo que crear una cámara específicamente para las necesidades del rodaje: Sony Cine Alta Venice IMAX

La producción se hizo sin croma, todas las escenas son reales!",0,0,0,0,[],[],['\\U0001f3a5'],https://pbs.twimg.com/profile_images/1533492359266193410/NZTjetDV_normal.jpg,https://x.com/The_Otaku8/status/1531057279449149442,tweet_id:1531057279449149442
José Carlos Paredes,@Carlaoparedes,2022-05-29T23:37:51.000Z,False,PUTA QUE PARIUTOP GUN É MUITO BOM,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1708940134350032903/m36P-zda_normal.jpg,https://x.com/Carlaoparedes/status/1531057261908475904,tweet_id:1531057261908475904
~Yosy~,@GreyMurdock,2022-05-29T23:37:44.000Z,False,Also Top Gun Maverick was so good!! But I still love the first one more,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1841646202091405314/RRWmNyH5_normal.jpg,https://x.com/GreyMurdock/status/1531057232976064512,tweet_id:1531057232976064512
Erin Maloney,@ErinOnTV,2022-05-29T23:37:35.000Z,False,"So  made me watch the original Top Gun for the first time before we see the new one. 

Unpopular opinion: It wasn’t good. Is it just me?",0,0,0,0,[],['@seandalyWFTS'],['\\U0001f62c'],https://pbs.twimg.com/profile_images/1833601877419679744/VEYp_F3N_normal.jpg,https://x.com/ErinOnTV/status/1531057195764285440,tweet_id:1531057195764285440
Leslie Kitson-Mills,@Ovo_strydz,2022-05-29T23:37:28.000Z,False,"Top Gun 
Maverick A really good watch !!!",0,0,0,0,[],[],"['\\U0001fae1', '\\U0001fae1', '\\U0001fae1', '\\U0001fae1', '\\U0001fae1']",https://pbs.twimg.com/profile_images/1588544702571225089/BO9VtM4F_normal.jpg,https://x.com/Ovo_strydz/status/1531057163589885955,tweet_id:1531057163589885955
Xenocrypt,@xenocryptsite,2022-05-29T23:37:22.000Z,False,"Also it is somewhat weird how despite the reverence for ""Top Gun"", I don't think Kelly McGillis is mentioned at all, and instead Jennifer Connelly is here as Not Kelly McGillis. I think she lives in Kelly McGillis' house though? Like I said it's weird.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/3245307577/66261d6818f9a9272e37e9109e498dc3_normal.png,https://x.com/xenocryptsite/status/1531057141737574402,tweet_id:1531057141737574402
Kevin DeShazo,@KevinDeShazo,2022-05-29T23:37:20.000Z,True,Top Gun: Maverick was just as awesome as expected. What a legend Tom Cruise is.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1382790973768421377/2rsqRGIf_normal.jpg,https://x.com/KevinDeShazo/status/1531057132908453888,tweet_id:1531057132908453888
BRAINDRAIND,@BrainDraind,2022-05-29T23:37:20.000Z,False,"Another funny thing about Top Gun was realizing how taxes are spent on 33 million dollar military jet fighters

Crypto taxes are paying for full blown Tom Cruise movies",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1637871697343684621/KYWaySfF_normal.jpg,https://x.com/BrainDraind/status/1531057131922898944,tweet_id:1531057131922898944
Teknomers France,@teknomers_fr,2022-05-29T23:37:20.000Z,False,La suite de “Top Gun” stimule les espoirs d’un renouveau du cinéma d’été https://teknomers.com/fr/la-suite-de-top-gun-stimule-les-espoirs-dun-renouveau-du-cinema-dete/…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1496097707492057090/aU9Pfg8Y_normal.png,https://x.com/teknomers_fr/status/1531057130802921475,tweet_id:1531057130802921475
nicole,@NicoleLarson97,2022-05-29T23:37:13.000Z,False,now seated for Top Gun: Maverick! ,0,0,0,0,[],[],"['\\U0001f920', '\\u270c\\ufe0f']",https://pbs.twimg.com/profile_images/1672494376696664066/54R69mEO_normal.jpg,https://x.com/NicoleLarson97/status/1531057101698699267,tweet_id:1531057101698699267
UMO,@UMO,2022-05-29T23:37:10.000Z,False,ive been at the movies so much lately. “top gun” was good. “everything everywhere all at once” was good. “northman” was good. “unbearable weight of massive talent” was good. “men” was good,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1821965886078775303/n2qX9vB-_normal.jpg,https://x.com/UMO/status/1531057090080346113,tweet_id:1531057090080346113
asap rocky loves emily,@nicxck,2022-05-29T23:37:09.000Z,False,"top gun: maverick has no business being this good. but wild having like four asian characters as part of the class and basically giving them no lines. y’all did manny jacinto dirty. 

also giving two of the asian characters the call signs “yale” and “harvard.” ",0,0,0,0,[],[],"['\\U0001f62d', '\\U0001f480']",https://pbs.twimg.com/profile_images/1657412339958964224/r_gft1i7_normal.jpg,https://x.com/nicxck/status/1531057085869215746,tweet_id:1531057085869215746
eel rice,@crumpl3h4t,2022-05-29T23:37:07.000Z,False,WHO GIVES A SHIT ABOUT FUCKING TOP GUN,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1348096507808002053/raoKzMYZ_normal.jpg,https://x.com/crumpl3h4t/status/1531057079066103809,tweet_id:1531057079066103809
Solana Franzini,@FranziniSolana,2022-05-29T23:37:06.000Z,False,"Vayan a ver Top Gun. Se los pido por favor. 

Maverick te amo, siempre . 

(Suena Won’t Get Fooled Again, The Who)",0,0,0,0,[],[],['\\u2665\\ufe0f'],https://pbs.twimg.com/profile_images/1597366411185225729/eqb-4pQz_normal.jpg,https://x.com/FranziniSolana/status/1531057072279797760,tweet_id:1531057072279797760
jac,@foolishbuckley,2022-05-29T23:36:55.000Z,False,i saw top gun maverick and man did miles teller look good in it,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1808166425426554880/uhxugQhw_normal.jpg,https://x.com/foolishbuckley/status/1531057028638027776,tweet_id:1531057028638027776
nath,@nathbulhoes_,2022-05-29T23:36:52.000Z,False,top gun ta simplesmente incrível do início ao fim,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1781892150126321664/66bg8Wf1_normal.jpg,https://x.com/nathbulhoes_/status/1531057013404446722,tweet_id:1531057013404446722
Tobikage,@Randomguy9991,2022-05-29T23:36:51.000Z,False,"Is it me, or did this scene was featured in Top Gun Maverick? XD (minus the floating jellyfish, obviously)",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1727501048045060096/dO-Xw1wx_normal.jpg,https://x.com/Randomguy9991/status/1531057010795368448,tweet_id:1531057010795368448
𝚖𝚊𝚛𝚝𝚒𝚗𝚒 𝚜𝚑𝚘𝚝,@Martini_Shot_,2022-05-29T23:36:41.000Z,False,"Okay I work in film, my friends worked on “Top Gun” and even I am getting tired of the marketing and the constant promoted tweet every few minutes here  #CoolIt",0,0,0,0,['#CoolIt'],[],"['\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1853243040904945664/dhJ3aPum_normal.jpg,https://x.com/Martini_Shot_/status/1531056969678831617,tweet_id:1531056969678831617
Rebmeister,@Rebora_24,2022-05-29T23:36:36.000Z,False,Quería que mi asiento para ver Top Gun fuera el F-14 pero la salas VIP de Cinepolis no pasan del 11 ,0,0,0,0,[],[],['\\U0001f97a'],https://pbs.twimg.com/profile_images/1609958719613243393/3IzmoX-y_normal.jpg,https://x.com/Rebora_24/status/1531056945276366854,tweet_id:1531056945276366854
Rhiannon Elizabeth Irons,@Ahlephia,2022-05-29T23:36:30.000Z,False,I absolutely loved Top Gun: Maverick. Seen it twice so far. It was great seeing Val back as Iceman.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1839517828233494528/HG4Sk4Zs_normal.jpg,https://x.com/Ahlephia/status/1531056920559497216,tweet_id:1531056920559497216
𝐝𝐢𝐞𝐠𝐨 𝐦𝐨𝐫𝐚𝐥𝐞𝐬,@donDiegho,2022-05-29T23:36:26.000Z,False,quiero ver top gun otra vez ,0,0,0,0,[],[],['\\U0001f979'],https://pbs.twimg.com/profile_images/1848156364549632000/4BWA8B9y_normal.jpg,https://x.com/donDiegho/status/1531056906944630784,tweet_id:1531056906944630784
فــواز عبـدالله اللهـــو X,@FAWAZ10ALLAHU,2022-05-29T23:36:24.000Z,False,Top Gun  wow#TopGun,0,0,0,0,['#TopGun'],[],['\\U0001f4a5'],https://pbs.twimg.com/profile_images/1491024289386094594/SjDnp_E__normal.jpg,https://x.com/FAWAZ10ALLAHU/status/1531056894802018305,tweet_id:1531056894802018305
カラス丸 ( 原発は絶望のエネルギー ),@kalasuma,2022-05-29T23:36:17.000Z,False,こっちはギターソロTop Gun Anthem at the Super Bowl https://youtu.be/MvmIOzE19FI より,0,0,0,0,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/729019483/6258_kruki-_35__1__normal.jpg,https://x.com/kalasuma/status/1531056867828375552,tweet_id:1531056867828375552
O_o,@willclarkfan22,2022-05-29T23:36:17.000Z,False,"Just finished Top Gun, wondering if  and  walk back to their car like me…",0,0,0,0,[],"['@BoostSnob', '@the_sneakdiss']",[],https://pbs.twimg.com/profile_images/378800000344348088/8d849901e91601f73d43ff22bad745dd_normal.jpeg,https://x.com/willclarkfan22/status/1531056867337641985,tweet_id:1531056867337641985
Daniel Miller,@DanielMillerEsq,2022-05-29T23:36:17.000Z,True,Pretty much everyone I’ve talked to has LOVED the new Top Gun movie. And I gotta say. I am PSYCHED to see it.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1229572913059119104/qLrWQ5p5_normal.jpg,https://x.com/DanielMillerEsq/status/1531056866125615106,tweet_id:1531056866125615106
åπd®ew,@Andrew__Boley,2022-05-29T23:36:14.000Z,False,A real bummer Anthony Edwards isn’t part of any of the Top Gun stuff because he’s so awesome in the first one. But also I love that unlike some other sequels Cruise & Co just treat his character likes he’s actually dead and didn’t graft robot legs onto him or something.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1770561077119795200/9o4KF5XW_normal.jpg,https://x.com/Andrew__Boley/status/1531056855694180352,tweet_id:1531056855694180352
Ice_killer305,@icekiller305,2022-05-29T23:36:14.000Z,False,Topgun Maverick was so good,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1851873739756933120/ltgUg1GJ_normal.jpg,https://x.com/icekiller305/status/1531056855136538625,tweet_id:1531056855136538625
Bryan Johnson,@Bryan_L_Johnson,2022-05-29T23:36:11.000Z,False," Alex, I saw the new Top Gun movie today. Assuming you have seen the first one, this movie is incredibly fun. 
The airplane scene are FLAWLESS. All real. Took my breath away.
Hope you get a chance to if you haven't.",0,0,0,0,[],['@alexmlange'],[],https://pbs.twimg.com/profile_images/1605829092539977728/2tDz1hVF_normal.jpg,https://x.com/Bryan_L_Johnson/status/1531056840242388993,tweet_id:1531056840242388993
Josh Alder,@JoshAlder,2022-05-29T23:36:09.000Z,False,"It's definitely not too long, IMO.  might have a different opinion if he had grown up watching the OG Top Gun on VHS over & over again like so many of us did in the 80s and 90s. Top Gun: Maverick
is awesome and I never once felt that it was dragging. ",0,0,0,0,[],"['@dancindanonfilm', '@TopGunMovie']",[],https://pbs.twimg.com/profile_images/557682839538659329/DAQkyFy1_normal.jpeg,https://x.com/JoshAlder/status/1531056835712520192,tweet_id:1531056835712520192
Cashton Byns,@CashtonByns,2022-05-29T23:36:06.000Z,False,Top Gun was so Godamn good,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1712119931788242944/FOiAm93p_normal.jpg,https://x.com/CashtonByns/status/1531056822378897408,tweet_id:1531056822378897408
Dave Harrell,@daveharrell16,2022-05-29T23:35:57.000Z,False,"He is SO creepy. It comes off in Top Gun. 

Good news...Val Kilmer.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/839242378749886464/KrphWkrX_normal.jpg,https://x.com/daveharrell16/status/1531056784793911297,tweet_id:1531056784793911297
NON@わたあめ団,NON@わたあめ団,2022-05-29T23:35:56.000Z,True,おはよ～,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/3468163380/0a25a6499a265c4ccde42b3506fa45d3_normal.jpeg,https://x.com/_6118860933511/status/1531056779702173696,tweet_id:1531056779702173696
"Diana #pelaPaz,pela alegria",@MarilynVive2,2022-05-29T23:35:46.000Z,False,Iuuuuhuuuu! Ei   assisti Top Gun Maverick hj e fiquei sem fôlego! Amei!,0,0,0,0,[],['@claudioedantas'],[],https://pbs.twimg.com/profile_images/1486907451219881984/SCQrGxBp_normal.jpg,https://x.com/MarilynVive2/status/1531056736454557697,tweet_id:1531056736454557697
JeroenKok2505,@JKok2505,2022-05-29T23:35:37.000Z,False,Planning tm volgende week donderdag inclusief volgende week maandag 2x Top Gun: Maverick achter elkaar in IMAX en 4DX bij @Pathe Arena. Heerlijk genieten,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1399025991549337600/8yDLoAeD_normal.jpg,https://x.com/JKok2505/status/1531056701687877644,tweet_id:1531056701687877644
Chubbygod,@WnoahWilliams,2022-05-29T23:35:36.000Z,False,Top Gun Maverick is one of the best movies I’ve watched,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/710305934036353025/sAge_tBG_normal.jpg,https://x.com/WnoahWilliams/status/1531056695950118913,tweet_id:1531056695950118913
David Jaffe,@FilmAddictDavid,2022-05-29T23:35:34.000Z,False,Seeing the 7:30 pm “Top Gun: Maverick” at Cinemark Paradise 24 (my 2nd viewing) in XD in auditorium 19 with mom and dad.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1604551048336646145/2TJg5w-A_normal.jpg,https://x.com/FilmAddictDavid/status/1531056687121063936,tweet_id:1531056687121063936
Elias Oseguera,@eliasoseguera,2022-05-29T23:35:29.000Z,False,"Tengo muchas ganas de ver Top Gun Maverick, pero abrazaos’ cuando suene Hold My Hand, de Lady Gaga; si no que chiste. ",0,0,0,0,[],[],['\\U0001f60c'],https://pbs.twimg.com/profile_images/1832986551460007936/G1Kvg4SJ_normal.jpg,https://x.com/eliasoseguera/status/1531056667923730433,tweet_id:1531056667923730433
Lev,@neuralcluster,2022-05-29T23:35:28.000Z,False,I just got out of Top Gun Maverick and it was amazing! Can’t tell you how satisfying it was to see Maverick again and his story with Goose’s son was SO good. So many parallels to the first movie that I didn’t expect. I wanna watch it again! #TopGunMaverick,0,0,0,0,['#TopGunMaverick'],[],[],https://pbs.twimg.com/profile_images/1554859740034781185/iUQUmyct_normal.jpg,https://x.com/neuralcluster/status/1531056660738822144,tweet_id:1531056660738822144
Goose,@DGoosherst,2022-05-29T23:35:28.000Z,False,Top Gun 2 blew my expectations out of the water,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1485408668250161153/Rkr_M8Ir_normal.jpg,https://x.com/DGoosherst/status/1531056660483039233,tweet_id:1531056660483039233
salsa fingers,@alexismariaa__,2022-05-29T23:35:27.000Z,False,"Idk why TikTok thinks I have any interest whatsoever in the new Top Gun or the fact that Miles Teller is in it, I hate Tom Cruise",0,0,0,0,[],[],['\\U0001f642'],https://pbs.twimg.com/profile_images/1832287229898825728/-Kn6aEOw_normal.jpg,https://x.com/alexismariaa__/status/1531056658012442624,tweet_id:1531056658012442624
